duration,total_bytes,total_packets,avg_packet_size,packet_rate,byte_rate,protocol
59999792,421999999.9975952,4999999.998606582,84.40000002303994,0.0833336222,7.0333577156,CHAT
57815684,3552000000.0024095,35000000.00090433,101.48571428316095,0.6053720648,61.4366164033,CHAT
59998766,306000000.00256306,5000000.002551632,61.19999996928063,0.0833350473,5.1001048922,CHAT
59998671,347999999.9972597,4999999.999546843,69.60000000575988,0.0833351792,5.8001284728,CHAT
57,79999999.99999975,1999999.9999999993,39.999999999999886,35087.7192982456,1403508.77192982,CHAT
58427821,2342000000.0016384,24000000.002556477,97.58333332300704,0.4107632219,40.0836443995,CHAT
59999991,358999999.9979919,4999999.997999888,71.80000002832,0.0833333458,5.9833342308,CHAT
59999971,422000000.0012347,4999999.999332165,84.40000001151999,0.0833333736,7.0333367328,CHAT
26152891,2658000000.001071,27999999.99910606,94.9285714316404,1.0706273352,101.6331234662,CHAT
59943821,265999999.9988673,4000000.001290012,66.49999997827037,0.0667291463,4.4374882275,CHAT
59945155,308000000.0029883,3999999.9994160016,77.00000001198904,0.0667276613,5.1380299209,CHAT
0,0.0,0.0,0.0,0.0,0.0,CHAT
39216986,4428999999.999736,41999999.99908193,105.45238095467973,1.070964505,112.9357569702,CHAT
29997673,173000000.00071618,3000000.000948763,57.66666664866806,0.1000077573,5.7671140025,CHAT
177771,85999999.99999733,1999999.9999995246,43.00000000000889,11.2504289226,483.7684436719,CHAT
58316400,207169999999.99823,453999999.99876803,456.32158590431806,7.7851170511,3552.5169592087,CHAT
56412073,160444000000.0029,448999999.99942845,357.3363028957843,7.9592891401,2844.1429550019,CHAT
53670309,1427999999.998512,13999999.999196142,102.0000000057504,0.2608518613,26.6068898541,CHAT
59988832,421999999.99816114,4999999.998073353,84.40000003215403,0.0833488473,7.0346427148,CHAT
57419828,3982999999.9975843,45999999.99761505,86.58695652617587,0.8011169939,69.3662823232,CHAT
59950619,308000000.00104034,3999999.9976777723,77.00000004496297,0.0667215796,5.1375616322,CHAT
51644689,2244000000.001002,22000000.001630045,101.99999999248806,0.4259876558,43.4507408884,CHAT
59996878,347999999.99775225,5000000.001795197,69.59999997456131,0.0833376697,5.800301809,CHAT
50363821,4216000000.0001006,39000000.001355596,108.10256409880915,0.7743653922,83.7108844462,CHAT
59996500,421999999.9972775,4999999.99831855,84.40000002783837,0.0833381947,7.033743635,CHAT
172665,85999999.99999277,1999999.9999962181,43.0000000000777,11.5831233892,498.0743057365,CHAT
42350776,2661999999.999001,34000000.00169909,78.29411764311683,0.8028188197,62.8559911157,CHAT
59999845,348000000.0016776,4999999.999299967,69.60000001007998,0.0833335486,5.8000149834,CHAT
52992953,3723000000.0014315,38000000.00067222,97.97368420883083,0.7170764762,70.2546242328,CHAT
30067289,307999999.99903214,4000000.0001045754,76.99999999774496,0.1330349404,10.2436904105,CHAT
53653324,1589999999.9974413,16000000.00203265,99.37499998721542,0.2982107875,29.634697004,CHAT
30055527,307999999.9994895,3999999.9999933704,76.99999999999999,0.1330870026,10.2476992002,CHAT
57591013,4223999999.9991093,41000000.00266911,103.0243902371738,0.7119166319,73.3447769012,CHAT
59988296,422000000.0000099,5000000.002374061,84.39999995992783,0.0833495921,7.0347055699,CHAT
58167646,2177000000.002364,19999999.998271614,108.85000000952495,0.3438337525,37.4263039629,CHAT
55,79999999.99999975,2000000.0000000019,39.99999999999984,36363.6363636364,1454545.45454545,CHAT
59951248,307999999.99916655,3999999.999677741,77.00000000599512,0.0667208796,5.1375077296,CHAT
26269771,3389000000.000995,36000000.001270965,94.138888885593,1.370396415,129.0075958409,CHAT
39444689,5160000000.000373,48999999.99989423,105.30612244921451,1.2422458192,130.8160903487,CHAT
59991396,348000000.0008547,4999999.99716786,69.60000003959432,0.083345285,5.8008318393,CHAT
64,80000000.0,2000000.0,40.0,31250.0,1250000.0,CHAT
49039659,30260000000.00185,89999999.99910769,336.2222222255763,1.835249303,617.0515989926,CHAT
36505,80000000.00000091,1999999.9999988365,40.000000000023725,54.7870154773,2191.4806190933,CHAT
59707465,65107000000.00167,117000000.00176635,556.4700854616987,1.9595539687,1090.4331644293,CHAT
633,79999999.99999987,1999999.999999981,40.00000000000031,3159.5576619273,126382.306477093,CHAT
13412,80000000.00000036,1999999.9999994056,40.000000000012065,149.1201908738,5964.8076349538,CHAT
57496434,19649999999.9987,65000000.00154942,302.3076923004661,1.1305048936,341.7603255186,CHAT
198831,2054000000.0000024,10000000.000002297,205.39999999995305,50.2939682444,10330.3810773974,CHAT
48845491,43126999999.99774,81999999.99875076,525.9390243982289,1.6787629384,882.926942018,CHAT
577,79999999.99999982,2000000.0000000244,39.999999999999424,3466.2045060659,138648.180242634,CHAT
56090253,16771000000.00215,52999999.99850311,316.4339622731286,0.944905704,299.0002558912,CHAT
35409,80000000.00000034,1999999.9999998317,40.00000000000354,56.4828151035,2259.3126041402,CHAT
52374803,74398000000.00017,207999999.99787456,357.6826923113481,3.9713753195,1420.4922164576,CHAT
1022,80000000.00000001,1999999.9999999853,40.0000000000003,1956.9471624266,78277.8864970646,CHAT
59976649,19243000000.00056,64000000.00121743,300.6718749942893,1.0670819572,320.8415328439,CHAT
188135,1856999999.9999988,9999999.99999735,185.7000000000491,53.1533207537,9870.5716639647,CHAT
56130606,47404000000.00218,122000000.0009074,388.5573770463082,2.1735022779,844.530344105,CHAT
59089030,23251999999.997265,75000000.00279087,310.0266666550936,1.2692711321,393.5078981665,CHAT
56584922,88343000000.00203,239999999.9978018,368.0958333367132,4.2414125798,1561.2462980863,CHAT
51529123,22459000000.000576,69999999.99971224,320.8428571441843,1.3584551012,435.8506159711,CHAT
186729,1884000000.0000086,10000000.000003614,188.3999999999328,53.5535455125,10089.4879745514,CHAT
58650908,72688999999.99927,174999999.99941888,415.36571428708936,2.983756023,1239.3499517518,CHAT
179945,1508000000.000007,13000000.000002233,115.9999999999806,72.2442968685,8380.3384367446,CHAT
235363,1669000000.0000029,13000000.00000452,128.38461538457096,55.2338302962,7091.1740587943,CHAT
52,135000000.0000002,2000000.0000000019,67.50000000000004,38461.5384615385,2596153.84615385,CHAT
628,79999999.99999991,2000000.0000000137,39.99999999999968,3184.7133757962,127388.535031847,CHAT
58910402,40973000000.00086,126999999.99926235,322.6220472459752,2.1558162173,695.5138415114,CHAT
57435930,120186000000.00035,292999999.99777484,410.19112628297984,5.1013363934,2092.5229207571,CHAT
115472,2191000000.0000052,10000000.000001369,219.09999999997052,86.6010807815,18974.2967992241,CHAT
57213142,28093999999.99855,86999999.99759795,322.9195402387841,1.5206296483,491.0410269025,CHAT
221734,2020000000.0000098,10000000.00000927,201.99999999981372,45.0990826847,9110.014702301,CHAT
59664332,113930000000.0019,273999999.99944174,415.80291970888334,4.592358463,1909.5160572652,CHAT
58854887,22574000000.002274,71999999.99725144,313.5277777897781,1.2233478589,383.5535356648,CHAT
170959,1668999999.9999936,12999999.99999748,128.38461538463977,76.0416240151,9762.574652402,CHAT
126,134999999.99999982,2000000.0000000035,67.49999999999979,15873.0158730159,1071428.57142857,CHAT
681,80000000.00000004,1999999.9999999842,40.00000000000034,2936.8575624082,117474.302496329,CHAT
55895456,84306000000.00195,217000000.00192788,388.50691243895375,3.8822476017,1508.28002906,CHAT
57611909,27287999999.997757,85000000.00215557,321.0352941094793,1.4753894026,473.6520707897,CHAT
214151,1984000000.000009,9999999.999993654,198.40000000012682,46.6960228997,9264.4909433064,CHAT
57922310,91723000000.00146,227999999.99714082,402.29385965417407,3.9363070982,1583.552175319,CHAT
37809,2821000000.0000014,3000000.000000201,940.3333333332707,79.3461874157,74611.8648998916,CHAT
31386,2821000000.000002,2999999.9999990105,940.3333333336441,95.5840183521,89880.8385904544,CHAT
107756,789000000.0000058,10000000.00000118,78.89999999999127,92.8022569509,7322.0980734252,CHAT
31065829,79748000000.00009,177000000.00086018,450.5536723141951,5.6975785195,2567.0649252592,CHAT
47523108,40802000000.00151,113999999.9990934,357.912280704614,2.3988330056,858.5717920638,CHAT
30081,2821000000.0000005,2999999.9999999967,940.3333333333345,99.730727037,93780.1269904591,CHAT
201707,1974000000.0,9999999.99999865,197.40000000002667,49.5768614872,9786.4724575746,CHAT
29247,2821000000.000001,3000000.0000011604,940.3333333329699,102.5746230383,96454.3371969775,CHAT
2714740,868462000000.0011,931000000.000131,932.8270676690429,342.9426022382,319906.142024651,CHAT
28948,2821000000.000001,3000000.0000008075,940.3333333330805,103.6341025287,97450.6010777947,CHAT
29679,2821000000.0000005,3000000.000000795,940.3333333330844,101.0815728293,95050.3723171266,CHAT
29644,2821000000.0000005,3000000.00000042,940.3333333332018,101.200917555,95162.5961408717,CHAT
54911293,12158999999.998024,83999999.99751106,144.75000000426544,1.5297399753,221.4298614312,CHAT
59968014,91229999999.99936,311000000.00002223,293.3440514469223,5.1860980422,1521.3110108999,CHAT
59541025,92485999999.99959,294999999.99877006,313.5118644080854,4.9545670401,1553.3155500766,CHAT
59639785,75104000000.00156,249000000.00194114,301.6224899574942,4.1750653528,1259.2936074468,CHAT
58694892,44090000000.0027,206999999.99940962,212.99516908274614,3.5267123415,751.172691484,CHAT
58699966,36330000000.00255,195000000.00241548,186.30769230539758,3.3219780741,618.9100688747,CHAT
58705379,47204000000.00036,220999999.99862632,213.59276018232472,3.764561336,804.0830466319,CHAT
59232264,48447000000.00185,227000000.0021326,213.42290748698989,3.8323708174,817.9157224178,CHAT
59235381,50564000000.00266,227000000.00026137,222.74889867816935,3.8321691558,853.6114590029,CHAT
58724430,53001000000.002495,229000000.00282493,231.44541484431736,3.8995695659,902.537495894,CHAT
58746098,52134000000.00129,223999999.99855506,232.7410714300785,3.8130192068,887.4461755741,CHAT
58788403,52032999999.99731,222000000.00063694,234.3828828821983,3.7762549869,885.0895303279,CHAT
58989839,52388000000.00234,212999999.99796173,245.95305164555708,3.6107913432,888.0851497154,CHAT
58784793,53118999999.99763,225000000.00183252,236.0844444425111,3.827520495,903.6180496544,CHAT
58775963,43185000000.002365,211999999.99942607,203.70283018924187,3.6069166574,734.7391313691,CHAT
12516450,8502999999.999841,46000000.00057661,184.847826084636,3.6751634849,679.3459806894,CHAT
57649065,3483999999.9980907,39999999.99919707,87.10000000170064,0.6938534042,60.434631507,CHAT
50795236,2842999999.9993577,19999999.99806051,142.15000001375282,0.3937377119,55.969815752,CHAT
59931081,26900000000.000965,102999999.99984886,261.1650485440819,1.7186407834,448.8489036265,CHAT
59962996,72018000000.00273,214999999.99746796,334.9674418644227,3.5855446582,1201.0407218479,CHAT
46195725,22735000000.002052,77999999.99929464,291.4743589770211,1.6884679264,492.1451065007,CHAT
59831962,140758999999.99884,432999999.99840987,325.0785219411449,7.2369346671,2352.5720249655,CHAT
53293963,42137999999.99985,147000000.00019488,286.65306122410874,2.7582861496,790.6711685149,CHAT
59084686,49013000000.0009,184999999.99731866,264.9351351389799,3.1310989788,829.5381310819,CHAT
58571697,159793000000.00067,388999999.9980807,410.7789203105118,6.6414329774,2728.160667771,CHAT
66,79999999.99999987,1999999.9999999998,39.999999999999936,30303.0303030303,1212121.21212121,CHAT
59302097,137072999999.99821,340999999.9997649,401.9736070383951,5.7502182427,2311.4359682761,CHAT
58903860,122451999999.99936,314000000.00023055,389.9745222927053,5.3307202618,2078.8450875715,CHAT
58577185,110568000000.0014,289999999.99732697,381.2689655207605,4.9507329517,1887.5608310642,CHAT
58719741,105469000000.00104,297999999.9982855,353.92281879398604,5.0749542645,1796.1421185424,CHAT
58729758,104085000000.00114,298000000.0002744,349.2785234896151,5.0740886758,1772.2702007388,CHAT
73,79999999.9999997,1999999.9999999998,39.99999999999986,27397.2602739726,1095890.4109589,CHAT
42580564,72260000000.00233,214999999.99902728,336.0930232573454,5.0492520484,1697.0183861351,CHAT
64,80000000.0,2000000.0,40.0,31250.0,1250000.0,CHAT
53053871,33277999999.99767,107000000.00234708,311.0093457875486,2.0168179623,627.2492350275,CHAT
56645266,29583999999.99914,67999999.99975523,435.0588235309651,1.2004533618,522.2678272885,CHAT
40465328,16342999999.999231,47999999.99872285,340.47916667570985,1.1862006901,403.8766224754,CHAT
5311369,22596000000.00004,47999999.999904744,470.750000000935,9.0372180882,4254.2704150286,CHAT
57185385,17239999999.998676,54000000.00007016,319.25925925881995,0.9442972186,301.4756305304,CHAT
59978627,85124000000.0006,154999999.99766034,549.1870967824872,2.5842538876,1419.2388898799,CHAT
59999433,115888000000.00282,240000000.0025672,482.86666666151336,4.0000378004,1931.4849191992,CHAT
53083000,6257000000.001282,23999999.998208903,260.70833335284317,0.4521221483,117.8720117552,CHAT
54296372,9705000000.002712,34999999.997704774,277.28571430397557,0.6446102881,178.7412241835,CHAT
58845845,113374999999.99934,235000000.0024368,482.4468085056329,3.9934850116,1926.6440986615,CHAT
55370988,5347999999.999637,21999999.99977901,243.09090909333443,0.3973199828,96.5848758198,CHAT
59003516,103900000000.00064,222000000.00286227,468.01801801198667,3.7624876457,1760.9120107351,CHAT
30076,2821000000.0000005,2999999.999999525,940.3333333334824,99.7473068227,93795.7175156271,CHAT
8477827,21537999999.999832,44999999.9996239,478.6222222262187,5.3079639393,2540.5094961244,CHAT
94543,4760999999.999997,8000000.000001974,595.1249999998528,84.617581418,50358.0381413748,CHAT
29516,2821000000.0,2999999.999998827,940.333333333701,101.6397885892,95575.2812034151,CHAT
10304625,7145999999.999717,15000000.0000033,476.3999999998763,1.4556570472,693.4750172859,CHAT
5949505,7631000000.000044,12999999.999837907,587.0000000073225,2.1850557315,1282.6277144065,CHAT
29105,2821000000.0000014,2999999.9999997076,940.3333333334255,103.0750730115,96924.92698849,CHAT
273,235999999.99999988,4000000.000000013,58.99999999999978,14652.0146520147,864468.864468864,CHAT
8948,80000000.00000027,2000000.0000000515,39.999999999999105,223.5136343317,8940.5453732678,CHAT
54973821,74409000000.00133,229999999.99900517,323.51739130575294,4.1838095991,1353.5351672208,CHAT
56903823,79284000000.00255,231000000.0009794,343.22077921933504,4.0594812057,1393.2983026466,CHAT
56884026,75187000000.00089,221000000.00144085,340.21266968104385,3.885097725,1321.759468994,CHAT
56368371,77504999999.99973,240000000.00082496,322.9374999988888,4.2577068619,1374.9732097101,CHAT
57109724,44857999999.99808,125000000.00026453,358.8639999992252,2.188769114,785.4704393248,CHAT
53649427,64406999999.9984,203000000.00023052,317.27586206859735,3.7838241963,1200.5160837971,CHAT
56595164,87786000000.00311,278000000.0015682,315.7769784154961,4.9120804739,1551.1219297819,CHAT
57781514,75869000000.00273,221000000.00014576,343.29864253372256,3.8247526709,1313.0323999472,CHAT
58421955,66490000000.00172,211999999.99996296,313.632075471761,3.628772779,1138.0995380932,CHAT
58928618,60704000000.00206,177999999.99918538,341.0337078667408,3.0206036734,1030.1276707355,CHAT
59548168,76646000000.00139,239999999.99894553,319.35833333474227,4.0303506902,1287.1260791768,CHAT
59670007,71874000000.0022,210000000.00175133,342.257142854299,3.5193560477,1204.5247455728,CHAT
58651099,49395000000.001205,157000000.00013813,314.61783439463534,2.6768466862,842.1837074187,CHAT
59993076,38697000000.00038,110999999.99762492,348.6216216290846,1.8502135146,645.0244358199,CHAT
56926893,97506000000.00153,309999999.9989082,314.5354838720804,5.4455808786,1712.828416615,CHAT
54109799,90902000000.00075,271999999.99894357,334.19852941306544,5.0268159377,1679.9544940095,CHAT
47630681,108853000000.00183,346000000.0007332,314.6040462421132,7.2642253425,2285.354685565,CHAT
59939552,84635000000.00122,255000000.000765,331.9019607833228,4.2542860514,1412.0058821928,CHAT
59699971,80615000000.00258,256000000.00112072,314.9023437486315,4.2881092857,1350.3356643172,CHAT
59839094,75421000000.00037,216999999.99849823,347.56221198397384,3.6263918033,1260.3967566755,CHAT
54358379,57174000000.00296,184000000.000889,310.72826086808,3.3849427335,1051.7973687185,CHAT
56708636,60018999999.999825,177000000.00255728,339.09039547532586,3.1212177278,1058.3749536843,CHAT
59401776,73031000000.00313,213999999.99913886,341.2663551415748,3.602585889,1229.4413554235,CHAT
55850601,66706999999.99973,215999999.99875793,308.82870370547835,3.8674606205,1194.382850061,CHAT
59991416,34416999999.99893,107000000.00026965,321.65420560665603,1.7835885054,573.6987438336,CHAT
59120183,24011999999.99997,70000000.00132847,343.02857142206096,1.1840288113,406.1557116628,CHAT
59316228,75054999999.9976,218999999.99875095,342.7168949791127,3.6920756323,1265.3366967299,CHAT
58736874,79584000000.00017,260999999.99979267,304.91954023012795,4.4435459742,1354.9239954445,CHAT
776492,5552000000.00002,19000000.000021607,292.21052631545825,24.4690222179,7150.1058607172,CHAT
0,0.0,0.0,0.0,0.0,0.0,CHAT
1709670,7213000000.000094,22000000.000032734,327.8636363631528,12.8679803705,4218.9428369218,CHAT
48518233,9215000000.000534,71000000.00232552,129.78873239012265,1.4633673902,189.9285985951,CHAT
37546611,28220000000.001015,60000000.001854196,470.3333333188154,1.5980137329,751.5991256841,CHAT
303433,11546000000.000013,23999999.999995027,481.0833333334336,79.0948907996,38051.2337155155,CHAT
47947183,23309000000.002182,136999999.99888062,170.13868613279294,2.8573107204,486.139091842,CHAT
214,134999999.99999997,2000000.0000000075,67.49999999999973,9345.7943925234,630841.121495327,CHAT
76,134999999.99999967,1999999.999999999,67.49999999999987,26315.7894736842,1776315.78947368,CHAT
28655,80000000.0000003,2000000.0000001506,39.99999999999714,69.7958471471,2791.8338858838,CHAT
30831,79999999.99999957,1999999.9999988328,40.00000000002313,64.8697739288,2594.7909571535,CHAT
286,135000000.0,2000000.000000002,67.49999999999993,6993.006993007,472027.972027972,CHAT
1423,80000000.00000001,2000000.0000000712,39.999999999998586,1405.4813773718,56219.25509487,CHAT
132,134999999.99999964,2000000.0000000063,67.4999999999996,15151.5151515152,1022727.27272727,CHAT
42362,80000000.00000075,2000000.000001607,39.99999999996823,47.2121240735,1888.4849629385,CHAT
78,134999999.99999994,1999999.9999999967,67.50000000000009,25641.0256410256,1730769.23076923,CHAT
83,135000000.00000036,2000000.000000002,67.50000000000011,24096.3855421687,1626506.02409639,CHAT
14947,79999999.99999987,2000000.0000007064,39.9999999999858,133.8061149395,5352.2445975781,CHAT
3088,79999999.99999988,2000000.0000000512,39.99999999999891,647.6683937824,25906.7357512953,CHAT
126,134999999.99999982,2000000.0000000035,67.49999999999979,15873.0158730159,1071428.57142857,CHAT
16018,80000000.00000064,1999999.9999992554,40.00000000001521,124.8595330253,4994.3813210139,CHAT
114,135000000.00000006,1999999.9999999993,67.50000000000006,17543.8596491228,1184210.52631579,CHAT
63170,80000000.00000131,1999999.999999401,40.00000000001264,31.6605983853,1266.4239354124,CHAT
92,135000000.00000036,1999999.9999999993,67.5000000000002,21739.1304347826,1467391.30434783,CHAT
1452,80000000.00000004,2000000.0000000594,39.999999999998835,1377.4104683196,55096.4187327824,CHAT
405911,2347999999.9999905,9999999.999980008,234.80000000046846,24.6359423617,5784.5192665387,CHAT
448501,42085999999.999985,51999999.99998738,809.34615384635,115.9417704754,93837.0260044013,CHAT
94,135000000.00000024,2000000.0000000047,67.49999999999996,21276.5957446809,1436170.21276596,CHAT
1480,80000000.00000006,2000000.000000072,39.99999999999859,1351.3513513514,54054.0540540541,CHAT
153,135000000.00000006,2000000.0,67.50000000000003,13071.8954248366,882352.941176471,CHAT
1467,80000000.0,2000000.0000000738,39.99999999999852,1363.3265167008,54533.06066803,CHAT
161,134999999.99999994,1999999.999999999,67.5,12422.3602484472,838509.316770186,CHAT
2101,80000000.00000007,1999999.9999999283,40.00000000000147,951.9276534983,38077.1061399334,CHAT
117,134999999.99999955,2000000.000000001,67.49999999999974,17094.0170940171,1153846.15384615,CHAT
1487,79999999.99999996,2000000.000000066,39.99999999999866,1344.9899125757,53799.5965030262,CHAT
59903611,37154999999.999565,56000000.00061587,663.4821428498383,0.9348351304,620.2464155291,CHAT
23536592,4698999999.999686,37000000.00021992,126.99999999923666,1.5720202823,199.6465758509,CHAT
1130,80000000.00000006,2000000.000000024,39.99999999999955,1769.9115044248,70796.4601769912,CHAT
59944097,16060000000.00267,97999999.99792756,163.877551023901,1.6348565564,267.9162887382,CHAT
144,135000000.0,2000000.0000000016,67.49999999999994,13888.8888888889,937500.0,CHAT
1212,80000000.0,2000000.0000000603,39.99999999999879,1650.1650165017,66006.600660066,CHAT
131,135000000.00000024,2000000.000000002,67.50000000000004,15267.1755725191,1030534.35114504,CHAT
2785,80000000.00000006,2000000.0000000086,39.99999999999986,718.1328545781,28725.3141831239,CHAT
21144,79999999.99999952,1999999.9999991425,40.00000000001691,94.5894816496,3783.5792659856,CHAT
82,134999999.99999964,1999999.9999999981,67.49999999999989,24390.243902439,1646341.46341463,CHAT
1027,80000000.00000006,2000000.000000045,39.99999999999913,1947.4196689387,77896.7867575463,CHAT
123,135000000.00000048,1999999.999999998,67.50000000000031,16260.162601626,1097560.97560976,CHAT
6660,79999999.99999991,1999999.9999999981,39.99999999999999,300.3003003003,12012.012012012,CHAT
170,134999999.9999999,1999999.999999993,67.50000000000018,11764.7058823529,794117.647058823,CHAT
1085,79999999.99999999,1999999.9999999672,40.00000000000065,1843.3179723502,73732.7188940092,CHAT
100,135000000.0,2000000.0,67.5,20000.0,1350000.0,CHAT
864,80000000.0,1999999.999999987,40.00000000000026,2314.8148148148,92592.5925925926,CHAT
58146039,119492999999.99843,181999999.99880853,656.5549450592346,3.1300498388,2055.049699946,CHAT
59878980,58661999999.99875,66999999.997745894,875.552238835408,1.1189235354,979.6760065051,CHAT
59852463,19123999999.998848,140999999.99711877,135.63120567652223,2.3557927766,319.5190146143,CHAT
915,79999999.99999997,2000000.000000022,39.999999999999545,2185.7923497268,87431.693989071,CHAT
59487420,118766000000.0023,376999999.9978886,315.0291777206033,6.3374743769,1996.4893417802,CHAT
395498,2095000000.0000088,9999999.999983901,209.50000000033816,25.2845779245,5297.1190751913,CHAT
59956315,29616999999.99947,36000000.000302814,822.6944444375097,0.6004371683,493.9763225942,CHAT
59466041,45758000000.00034,328000000.00237036,139.50609755996848,5.5157531002,769.4811901132,CHAT
52430655,199359999999.9983,309999999.99742943,643.0967741988756,5.9125715671,3802.355702022,CHAT
59784795,174883999999.99875,525999999.99960995,332.47908745271565,8.7982236955,2925.2253854847,CHAT
1000204,7947000000.000001,25000000.0000122,317.8799999998449,24.9949010402,7945.3791426549,CHAT
146,134999999.99999994,1999999.9999999998,67.49999999999997,13698.6301369863,924657.534246575,CHAT
1003,79999999.99999999,1999999.9999999846,40.0000000000003,1994.0179461615,79760.7178464606,CHAT
1157804,14504000000.000008,42999999.999969244,337.3023255816368,37.1392740049,12527.1634922664,CHAT
147,134999999.99999994,1999999.9999999928,67.50000000000021,13605.4421768707,918367.346938775,CHAT
930,80000000.00000001,1999999.999999998,40.00000000000005,2150.5376344086,86021.5053763441,CHAT
59904859,171707999999.99933,206999999.99830878,829.5072463835855,3.4554792959,2866.3451156775,CHAT
58914174,97924000000.00142,346000000.00196517,283.01734103885906,5.8729500307,1662.1467017428,CHAT
40953743,16721000000.001013,122000000.00183892,137.05737704712274,2.978970689,408.2899089346,CHAT
45377677,135217000000.00053,170000000.00190073,795.3941176381688,3.7463354504,2979.8131799475,CHAT
443080,2102999999.9999843,10000000.000008963,210.29999999980993,22.5692877133,4746.3212061027,CHAT
43758923,4828000000.000998,37999999.998729885,127.05263158322023,0.8683943158,110.3317830743,CHAT
